group,routeHash,routePreview,firstEdge,lastEdge,edgeCount,vehicleCount,meanPredDuration,meanTruthDuration,bias,MAE,RMSE,medianAbsError,p90AbsError,p95AbsError,maxAbsError,underCount,overCount,underCliffCount,overCliffCount,underNearCliffCount,overNearCliffCount,severeAbsErrorGt1000Count,topAbsErrorVehicleID,topAbsErrorPredDuration,topAbsErrorTruthDuration,topAbsErrorSignedError,departMin,departMax,exposedModifiedSignals,modifiedSignalExposureRate
ALL,8fec84d97ae3,-E5 -> -E13 -> E20 -> E19,-E5,E19,4,1223,202.70237121831562,305.7914963205233,-103.08912510220769,103.10547833197056,249.22935678060793,6.0,354.0,709.0,1436.0,1221,2,63,0,94,0,16,oversat_all_veh_002850,238.0,1674.0,-1436.0,0.0,103990.0,J21;J22,1.0
oversat_all,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,334,173.88922155688624,260.8502994011976,-86.96107784431138,92.99101796407186,122.22308307324008,91.0,196.0,282.0,371.0,317,16,0,0,0,0,0,oversat_all_veh_004390,144.0,515.0,-371.0,58000.0,67990.0,J17,1.0
west_bottleneck,09ec625f32b1,E9 -> -E12 -> -E14,E9,-E14,3,334,49.65568862275449,136.6676646706587,-87.0119760479042,87.0119760479042,95.94646711004113,85.0,145.0,148.0,152.0,334,0,0,0,0,0,0,west_bottleneck_veh_000040,26.0,178.0,-152.0,70000.0,79990.0,J17;J21,1.0
ALL,1018953d2ddc,-E3 -> -E0 -> E2,-E3,E2,3,1097,107.22151321786691,192.4831358249772,-85.2616226071103,85.41841385597083,262.6467380810441,7.0,156.0,553.0,1809.0,1096,1,31,0,65,0,22,oversat_all_veh_003553,74.0,1883.0,-1809.0,0.0,115990.0,J22,1.0
ALL,e6c16ff10116,-E4 -> -E0 -> E2,-E4,E2,3,1097,71.76207839562443,148.85870556061988,-77.09662716499544,77.09662716499544,191.88728032375045,8.0,228.0,358.0,1158.0,1097,0,22,0,33,0,16,oversat_all_veh_004248,104.0,1262.0,-1158.0,0.0,103990.0,J22,1.0
oversat_all,3f6007450fd6,E18 -> E16 -> E15 -> E4,E18,E4,4,334,166.9880239520958,92.68263473053892,74.30538922155688,74.50898203592814,74.77739419526954,75.0,78.0,78.0,91.0,2,332,0,0,0,0,0,oversat_all_veh_013647,153.0,62.0,91.0,58000.0,67990.0,,0.0
ALL,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,1223,127.47506132461162,183.38021259198692,-55.90515126737531,72.7391659852821,105.98052089645942,70.0,184.0,199.0,372.0,1030,166,0,0,0,0,0,west_bottleneck_veh_001065,61.0,433.0,-372.0,0.0,79990.0,J17,1.0
ALL,6ee37cdd0209,E9 -> -E11 -> -E18,E9,-E18,3,1223,62.634505314799675,130.221586263287,-67.58708094848733,67.58708094848733,96.327727426409,73.0,178.0,186.0,357.0,1223,0,0,0,0,0,0,west_bottleneck_veh_001112,39.0,396.0,-357.0,0.0,79990.0,J17,1.0
ALL,1a4078e69256,E14 -> E12 -> -E9,E14,-E9,3,1223,93.53965658217498,148.426001635323,-54.886345053148,56.783319705641865,147.75468608756208,6.0,188.0,368.0,1185.0,1209,14,6,0,25,0,3,oversat_all_veh_003782,91.0,1276.0,-1185.0,0.0,91990.0,J17;J21,1.0
west_bottleneck,11b6fa0ab926,E10 -> -E12 -> E13 -> E5,E10,E5,4,334,135.29341317365268,128.49401197604791,6.799401197604791,55.94311377245509,89.59888993645129,17.0,166.0,247.0,302.0,273,61,0,0,0,0,0,west_bottleneck_veh_000349,407.0,105.0,302.0,70000.0,79990.0,J17;J21;J22,1.0
light_all_seed1,529f6a3ed00c,E9 -> -E12 -> E20 -> E15 -> -E0 -> E5,E9,E5,6,98,138.66326530612244,176.64285714285714,-37.97959183673469,37.97959183673469,63.25103854918922,10.0,98.0,101.0,273.0,98,0,0,0,0,0,0,light_all_seed1_veh_001354,94.0,367.0,-273.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed1,9ad069c9b349,E9 -> -E12 -> E13 -> E5,E9,E5,4,98,99.3061224489796,137.0408163265306,-37.734693877551024,37.734693877551024,64.02088307253935,11.0,95.0,174.0,263.0,98,0,0,0,0,0,0,light_all_seed1_veh_001314,115.0,378.0,-263.0,11014.43,20973.24,J17;J21;J22,1.0
heavy_all,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,201,140.59701492537314,109.46268656716418,31.134328358208954,35.243781094527364,50.893802220679206,6.0,83.0,84.0,85.0,92,95,0,0,0,0,0,heavy_all_veh_003119,221.0,136.0,85.0,46000.0,56000.0,J17,1.0
oversat_all,e104febbb46d,-E19 -> -E20 -> E13 -> E5,-E19,E5,4,334,78.05389221556887,109.67065868263474,-31.61676646706587,31.61676646706587,48.909362585327095,7.0,74.0,76.0,184.0,334,0,0,0,0,0,0,oversat_all_veh_013357,78.0,262.0,-184.0,58000.0,67990.0,J21;J22,1.0
heavy_all,9ad069c9b349,E9 -> -E12 -> E13 -> E5,E9,E5,4,201,93.87562189054727,125.4776119402985,-31.601990049751244,31.601990049751244,47.13703954972605,14.0,92.0,93.0,97.0,201,0,0,0,0,0,0,heavy_all_veh_003897,54.0,151.0,-97.0,46000.0,56000.0,J17;J21;J22,1.0
oversat_all,31574ce50048,E14 -> E13 -> E0 -> E4,E14,E4,4,334,127.88922155688623,156.97305389221557,-29.08383233532934,29.08383233532934,57.93300900983939,5.0,92.0,173.0,262.0,333,0,0,0,0,0,0,oversat_all_veh_005794,99.0,361.0,-262.0,58000.0,67990.0,J21;J22,1.0
light_all_seed1,209c0f416794,E17 -> E11 -> -E12 -> E13 -> E5,E17,E5,5,98,190.0,218.42857142857142,-28.428571428571427,28.428571428571427,58.67273468927767,7.0,100.0,188.0,198.0,98,0,0,0,0,0,0,light_all_seed1_veh_001271,153.0,351.0,-198.0,11014.43,20973.24,J17;J21;J22,1.0
heavy_all,529f6a3ed00c,E9 -> -E12 -> E20 -> E15 -> -E0 -> E5,E9,E5,6,201,139.47761194029852,167.7462686567164,-28.26865671641791,28.26865671641791,45.961697226498266,10.0,97.0,97.0,104.0,201,0,0,0,0,0,0,heavy_all_veh_003814,110.0,214.0,-104.0,46000.0,56000.0,J17;J21;J22,1.0
light_all_seed2,529f6a3ed00c,E9 -> -E12 -> E20 -> E15 -> -E0 -> E5,E9,E5,6,80,142.4625,169.0125,-26.55,26.55,44.49269602979797,8.0,95.0,96.0,100.0,80,0,0,0,0,0,0,light_all_seed2_veh_002420,90.0,190.0,-100.0,22312.43,31914.73,J17;J21;J22,1.0
ALL,3f6007450fd6,E18 -> E16 -> E15 -> E4,E18,E4,4,1097,120.97538742023701,95.88058340929808,25.094804010938926,26.429352780309937,42.924314898206596,5.0,76.0,77.0,165.0,121,920,0,0,0,0,0,light_all_seed2_veh_001306,309.0,144.0,165.0,0.0,127990.0,,0.0
heavy_all,cc35ab4813b4,E17 -> E16 -> E15 -> E3,E17,E3,4,201,87.09452736318408,99.56218905472637,-12.467661691542288,25.383084577114428,38.766811471177135,8.0,74.0,77.0,80.0,181,20,0,0,0,0,0,heavy_all_veh_007706,72.0,152.0,-80.0,46000.0,56000.0,,0.0
light_all_seed2,9ad069c9b349,E9 -> -E12 -> E13 -> E5,E9,E5,4,80,102.425,127.7875,-25.3625,25.3625,41.56816690690125,9.0,90.0,92.0,108.0,80,0,0,0,0,0,0,light_all_seed2_veh_000904,120.0,228.0,-108.0,22312.43,31914.73,J17;J21;J22,1.0
light_all_seed1,4130f8916f02,E18 -> E11 -> -E12 -> E13 -> E5,E18,E5,5,98,164.39795918367346,188.55102040816325,-24.153061224489797,24.153061224489797,43.79206432630441,9.0,96.0,101.0,195.0,98,0,0,0,0,0,0,light_all_seed1_veh_001021,122.0,317.0,-195.0,11014.43,20973.24,J17;J21;J22,1.0
light_all_seed2,d91d5067468b,E9 -> -E11 -> E16 -> E15 -> E4,E9,E4,5,80,130.075,121.7875,8.2875,23.4125,52.02607519311831,5.0,82.0,95.0,246.0,52,22,0,0,0,0,0,light_all_seed2_veh_001192,359.0,113.0,246.0,22312.43,31914.73,J17,1.0
light_all_seed2,209c0f416794,E17 -> E11 -> -E12 -> E13 -> E5,E17,E5,5,80,189.0375,212.2125,-23.175,23.175,45.682600626496736,7.0,95.0,103.0,185.0,80,0,0,0,0,0,0,light_all_seed2_veh_000861,187.0,372.0,-185.0,22312.43,31914.73,J17;J21;J22,1.0
light_all_seed1,09ec625f32b1,E9 -> -E12 -> -E14,E9,-E14,3,98,63.88775510204081,86.64285714285714,-22.755102040816325,22.755102040816325,46.357307945997036,8.0,90.0,98.0,190.0,96,0,0,0,0,0,0,light_all_seed1_veh_001357,34.0,224.0,-190.0,11014.43,20973.24,J17;J21,1.0
oversat_all,cfc82f1bba5a,E14 -> E13 -> E5,E14,E5,3,334,117.90718562874251,140.35029940119762,-22.44311377245509,22.44311377245509,47.1829158161106,9.0,97.0,102.0,203.0,334,0,0,0,0,0,0,oversat_all_veh_013541,89.0,292.0,-203.0,58000.0,67990.0,J21;J22,1.0
light_all_seed2,4130f8916f02,E18 -> E11 -> -E12 -> E13 -> E5,E18,E5,5,80,168.4375,190.5625,-22.125,22.175,38.94611662284187,8.0,91.0,98.0,104.0,79,1,0,0,0,0,0,light_all_seed2_veh_003112,120.0,224.0,-104.0,22312.43,31914.73,J17;J21;J22,1.0
light_all_seed2,6ee37cdd0209,E9 -> -E11 -> -E18,E9,-E18,3,80,63.1125,82.9375,-19.825,19.825,34.06280963162023,8.0,80.0,87.0,94.0,80,0,0,0,0,0,0,light_all_seed2_veh_000907,88.0,182.0,-94.0,22312.43,31914.73,J17,1.0
